Catalog No,Box Number,Collection,Collector/Creator,Taxon/Item,Acquisition/Donar,Date Collected,Locality,Location,State,Country,Specimen Count,Specimen Nature,Database
CMNMA 12464,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus,Canadian Arctic Expedition,,Cape Bathurst,Baillie Island,,,1,study skin,Specimen
CMNMA 12465,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus,Canadian Arctic Expedition,,Cape Bathurst,Baillie Island,,,1,study skin,Specimen
CMNMA 12466,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus,Canadian Arctic Expedition,,Cape Bathurst,Baillie Island,,,1,study skin,Specimen
CMNMA 12467,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus,Canadian Arctic Expedition,,Cape Bathurst,Baillie Island,,,1,study skin,Specimen
CMNMA 12468,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus,Canadian Arctic Expedition,,Cape Bathurst,Baillie Island,,,1,study skin,Specimen
CMNMA 12472,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus macfarlani,Canadian Arctic Expedition,,Cape Bathurst,Baillie Island,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 17027,,Mammal,"Wilkins, George H.",Ursus maritimus,Canadian Arctic Expedition,,Cape Kellett,Banks Island,,,1,"skeleton, skull-complete",Specimen
CMNMA 17028,,Mammal,"Wilkins, George H.",Ursus maritimus,Canadian Arctic Expedition,,Thesiger Bay,Banks Island,,,1,"skeleton, skull-complete",Specimen
CMNMA 17029,,Mammal,"Wilkins, George H.",Ursus maritimus,Canadian Arctic Expedition,,Cape Kellett,Banks Island,,,1,"skeleton, skull-complete",Specimen
CMNMA 17033,,Mammal,"Wilkins, George H.",Ursus maritimus,Canadian Arctic Expedition,,Cape Kellett,Banks Island,,,1,"skeleton, skull-complete",Specimen
CMNMA 17034,,Mammal,"Bernard, Peter",Ursus maritimus,Canadian Arctic Expedition,,Cape Kellett,Banks Island,,,1,"skeleton, skull-complete",Specimen
CMNMA 17035,,Mammal,"Hadley, John",Ursus maritimus,Canadian Arctic Expedition,,Armstrong Point,"Victoria Island, Prince of Wales Strait",,,1,"skeleton, skull-complete",Specimen
CMNMA 17036,,Mammal,"Wilkins, George H.",Ursus maritimus,Canadian Arctic Expedition,,Cape Kellett,Banks Island,,,1,"skeleton, skull-complete",Specimen
CMNMA 17037,,Mammal,Canadian Arctic Expedition,Ursus maritimus,Canadian Arctic Expedition,,Cape Kellett,Banks Island,,,1,"skeleton, skull-complete",Specimen
CMNMA 1911,,Mammal,"Johansen, Frits",Odobenus rosmarus,Canadian Arctic Expedition,,,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2389,,Mammal,"Anderson, Rudolph M.",Myodes rutilus dawsoni,Canadian Arctic Expedition,,Teller,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2390,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii ablusus,Canadian Arctic Expedition,,Teller,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2391,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Teller,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2392,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Teller,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2393,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii ablusus,Canadian Arctic Expedition,,Teller,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2394,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2395,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Hula Hula River,,,,1,study skin,Specimen
CMNMA 2396,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Hula Hula River,,,,1,study skin,Specimen
CMNMA 2397,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Sadlerochit River,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2398,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Sadlerochit River,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2399,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus alascensis,Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2400,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2401,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2402,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus alascensis,Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2403,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2404,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2405,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2406,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2407,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2408,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2409,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2410,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2411,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2412,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2413,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete, leg bones",Specimen
CMNMA 2414,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Collinson Point,,,,1,study skin,Specimen
CMNMA 2415,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Collinson Point,,,,1,study skin,Specimen
CMNMA 2416,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Collinson Point,,,,1,study skin,Specimen
CMNMA 2417,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Collinson Point,,,,1,study skin,Specimen
CMNMA 2418,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2419,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2420,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2421,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2422,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2423,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2424,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2425,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2426,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2427,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2428,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,Collinson Point,,,,1,"tanned skin, skeleton, skull-complete, leg bones",Specimen
CMNMA 2429,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,Collinson Point,,,,1,"tanned skin, skeleton, skull-complete, leg bones",Specimen
CMNMA 2430,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-complete, leg bones",Specimen
CMNMA 2431,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-complete, leg bones",Specimen
CMNMA 2432,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-complete, leg bones",Specimen
CMNMA 2433,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,Collinson Point,,,,1,,Specimen
CMNMA 2434,,Mammal,"Anderson, Rudolph M.",Vulpes vulpes alascensis,Canadian Arctic Expedition,,Sadlerochit River,Endicott Mountains,,,1,"tanned skin, skeleton, skull-complete, leg bones",Specimen
CMNMA 2435,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus alascensis,Canadian Arctic Expedition,,Sadlerochit River,Endicott Mountains,,,1,"skeleton, skull-complete",Specimen
CMNMA 2436,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,,,,,1,"skeleton, skull-complete, leg bones",Specimen
CMNMA 2437,,Mammal,"Anderson, Rudolph M.","Lepus americanus dalli Merriam, 1900",Canadian Arctic Expedition,,West Mackenzie Delta,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2438,,Mammal,"Anderson, Rudolph M.","Lepus americanus dalli Merriam, 1900",Canadian Arctic Expedition,,West Mackenzie Delta,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2439,,Mammal,"Anderson, Rudolph M.","Lepus americanus dalli Merriam, 1900",Canadian Arctic Expedition,,West Mackenzie Delta,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2440,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2441,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2442,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus alascensis,Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2443,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus alascensis,Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2444,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,Collinson Point,,,,1,tanned skin,Specimen
CMNMA 2445,,Mammal,"Anderson, Rudolph M.",Mustela erminea arctica,Canadian Arctic Expedition,,Sadlerochit River,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2446,,Mammal,"Anderson, Rudolph M.",Mustela erminea arctica,Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2447,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus alascensis,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2448,,Mammal,"Anderson, Rudolph M.",Dicrostonyx rubricatus,Canadian Arctic Expedition,,Barter Island,,,,1,"skeleton, post-cranial",Specimen
CMNMA 2449,,Mammal,"Anderson, Rudolph M.",Mustela erminea arctica,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2450,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus alascensis,Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2451,,Mammal,"Anderson, Rudolph M.",Microtus oeconomus operarius,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2452,,Mammal,"Anderson, Rudolph M.",Mustela erminea arctica,Canadian Arctic Expedition,,Endicott Mountains,,,,1,flat skin,Specimen
CMNMA 2453,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus alascensis,Canadian Arctic Expedition,,Collinson Point,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2454,,Mammal,"Anderson, Rudolph M.",Lemmus trimucronatus alascensis,Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2455,,Mammal,"Anderson, Rudolph M.",Dicrostonyx rubricatus,Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2456,,Mammal,"Anderson, Rudolph M.",Gulo gulo,Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2457,,Mammal,"Anderson, Rudolph M.",Mustela erminea arctica,Canadian Arctic Expedition,,Kamarkak,Arctic Coast,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2458,,Mammal,"Anderson, Rudolph M.",Ursus arctos,Canadian Arctic Expedition,,Franklin Bay,Langton Bay,,,1,tanned skin,Specimen
CMNMA 2459,,Mammal,"Anderson, Rudolph M.",Ursus arctos,Canadian Arctic Expedition,,Franklin Bay,Langton Bay,,,1,tanned skin,Specimen
CMNMA 2460,,Mammal,"Anderson, Rudolph M.","Ovibos moschatus Zimmerman, 1780",Canadian Arctic Expedition,,Collinson Point,,,,1,"skeleton, skull-incomp.",Specimen
CMNMA 2461,,Mammal,"Anderson, Rudolph M.",Odobenus rosmarus,Canadian Arctic Expedition,,Point Barrow,Elson Bay,,,1,"skeleton, skull-complete",Specimen
CMNMA 2462,,Mammal,"Anderson, Rudolph M.",Ondatra zibethicus,Canadian Arctic Expedition,,Nennbrai,Mackenzie River Delta,,,1,"skeleton, mandible",Specimen
CMNMA 2463,,Mammal,"Anderson, Rudolph M.",Chordata,Canadian Arctic Expedition,,Mainland,Richards Island,,,1,"skeleton, misc. bones",Specimen
CMNMA 2464,,Mammal,"Anderson, Rudolph M.",Chordata,Canadian Arctic Expedition,,Mainland,Richards Island,,,1,"skeleton, misc. bones",Specimen
CMNMA 2465,,Mammal,"Anderson, Rudolph M.",Canis familiaris,Canadian Arctic Expedition,,Camden bay,,,,1,"skeleton, skull-complete",Specimen
CMNMA 2547,,Mammal,"Anderson, Rudolph M.",Lepus arcticus andersoni,Canadian Arctic Expedition,,Liston Island,Dolphin and Union Strait,,,1,"skeleton, skull-complete, cape",Specimen
CMNMA 2548,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Deas Thompson Island,,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2549,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,complete skeleton,Specimen
CMNMA 2550,,Mammal,"Anderson, Rudolph M.",Ursus maritimus,Canadian Arctic Expedition,,De Witt,Clinton Point,,,1,"skeleton, skull-complete",Specimen
CMNMA 2551,,Mammal,"Anderson, Rudolph M.",Canis lupus tundrarum,Canadian Arctic Expedition,,Coppermine River,Bloody Falls,,,1,"mounted skin, complete skeleton",Specimen
CMNMA 2552,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2553,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2554,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2555,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2556,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2557,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2558,,Mammal,"Anderson, Rudolph M.",Rangifer tarandus,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"tanned skin, complete skeleton",Specimen
CMNMA 2559,,Mammal,"Anderson, Rudolph M.",Rangifer tarandus,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"tanned skin, complete skeleton",Specimen
CMNMA 2560,,Mammal,"Anderson, Rudolph M.",Rangifer tarandus,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"tanned skin, complete skeleton",Specimen
CMNMA 2561,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2562,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"skeleton, skull-complete",Specimen
CMNMA 2563,,Mammal,"Anderson, Rudolph M.",Lepus arcticus andersoni,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"skeleton, skull-complete",Specimen
CMNMA 2564,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2565,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2566,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2567,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2568,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2569,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2570,,Mammal,"Anderson, Rudolph M.",Spermophilus parryii parryii,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"study skin, skeleton, skull-complete",Specimen
CMNMA 2571,,Mammal,"Anderson, Rudolph M.",Dicrostonyx rubricatus,Canadian Arctic Expedition,,Cockburn Point,,,,1,"study skin, complete skeleton",Specimen
CMNMA 2572,,Mammal,"Anderson, Rudolph M.",Rangifer tarandus,Canadian Arctic Expedition,,Chantry Island,Dolphin and Union Strait,,,1,"tanned skin, complete skeleton",Specimen
CMNMA 2573,,Mammal,"Anderson, Rudolph M.",Rangifer tarandus,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"skeleton, skull-complete",Specimen
CMNMA 2574,,Mammal,"Anderson, Rudolph M.",Rangifer tarandus,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"skeleton, skull-complete",Specimen
CMNMA 2575,,Mammal,"Anderson, Rudolph M.",Rangifer tarandus,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,tanned skin,Specimen
CMNMA 2576,,Mammal,"Anderson, Rudolph M.",Lepus arcticus andersoni,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,"cased skin, skeleton, skull-complete, leg bones",Specimen
CMNMA 2577,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,Island,Coronation Gulf,,,1,tanned skin,Specimen
CMNMA 2578,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,Cockburn Point,,,,1,"tanned skin, skeleton, skull-complete, leg bones",Specimen
CMNMA 2579,,Mammal,"Anderson, Rudolph M.",Lepus arcticus andersoni,Canadian Arctic Expedition,,Bernard Harbour,Dolphin and Union Strait,,,1,study skin,Specimen
CMNMA 2580,,Mammal,"Anderson, Rudolph M.",Vulpes lagopus,Canadian Arctic Expedition,,Cockburn Point,,,,1,tanned skin,Specimen
